Rtr,dH,tau_s,tau_o,cap_s,tr,dm
0.040000000000000001,0,1.1382115847661962,0,0.001616195856927134,0,1.8990301318893826e-05
0.040000000000000001,0,1.1382115847661962,0,0.00082815648891001624,0,9.7308387446926909e-06
0.040000000000000001,0,1.1382115847661962,0,0.00042693324489361651,0,5.0164656274999943e-06
0.040000000000000001,0,1.1382115847661962,0,0.00022131207659307675,0,2.6004168999686518e-06
0.040000000000000001,0,1.1382115847661962,0,0.00011530472451768008,0,1.3548305130827409e-06
0.040000000000000001,0,1.1382115847661962,0,6.0354612620391704e-05,0,7.091666982896025e-07
0.040000000000000001,0,1.1382115847661962,0,3.1727852028384921e-05,0,3.7280226133352282e-07
0.040000000000000001,0,1.1382115847661962,0,1.6745601309216364e-05,0,1.9676081538329227e-07
0.040000000000000001,0,1.1382115847661962,0,8.8709187778194755e-06,0,1.0423329563937884e-07
0.040000000000000001,0,1.1382115847661962,0,4.7155772044980767e-06,0,5.5408032152852402e-08
0.040000000000000001,0,1.1382115847661962,0,2.5147862694726424e-06,0,2.9548738666303547e-08
0.040000000000000001,0,1.1382115847661962,0,1.3451735287905176e-06,0,1.5805788963288581e-08
0.040000000000000001,0,1.1382115847661962,0,7.2158230031486614e-07,0,8.4785920286996766e-09
0.040000000000000001,0,1.1382115847661962,0,3.8810597215316193e-07,0,4.5602451727996524e-09
0.040000000000000001,0,1.1382115847661962,0,2.0926886997304405e-07,0,2.4589092221832675e-09
0.040000000000000001,0,1.1382115847661962,0,1.1310645535942728e-07,0,1.3290008504732705e-09
0.040000000000000001,0,1.1382115847661962,0,6.1269205803404074e-08,0,7.1991316818999782e-10
0.040000000000000001,0,1.1382115847661962,0,3.3259623248414703e-08,0,3.9080057316887277e-10
0.040000000000000001,0,1.1382115847661962,0,1.8091090732793748e-08,0,2.1257031611032653e-10
0.040000000000000001,0,1.1382115847661962,0,9.8591681450220773e-09,0,1.1584522570400941e-10
0.040000000000000001,0,1.1382115847661962,0,5.3827335817096176e-09,0,6.3247119585088007e-11
0.040000000000000001,0,1.1382115847661962,0,2.9438421496957074e-09,0,3.459014525892456e-11
0.040000000000000001,0,1.1382115847661962,0,1.6126487042139416e-09,0,1.8948622274513812e-11
0.040000000000000001,0,1.1382115847661962,0,8.848011092576033e-10,0,1.0396413033776839e-11
0.040000000000000001,0,1.1382115847661962,0,4.8618482280985906e-10,0,5.7126716680158442e-12
