name,value
omega,247.61361028828767
beta,0.099145693936680837
Lax,0.0068000000000000005
L_cone,0.041902662371929279
f_clar,1.2464862492466429
u_ax,0.0011407755856583297
r_i,0.034000000000000002
Qo,0
Qw,8.3333333333333337e-06
has_oil,0
dt,1
