name,value
omega,606.52699857467189
beta,0.099145693936680837
Lax,0.0068000000000000005
L_cone,0.068480544132220447
f_clar,1.4028267301895321
u_ax,0.0022932477190402874
r_i,0.033067475996059928
Qo,5.6666666666666661e-06
Qw,2.6666666666666668e-06
has_oil,1
dt,1
